passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,travel_time_sec,total_amount
Jorge Walker,2017-06-13 20:05:03,2017-06-13 20:42:53,Card,1,18.05,69.5,0.0,10.5,Walker,0 days 00:37:50,2270.0,80.0
Andrea Mathis,2017-06-13 19:04:30,2017-06-13 19:09:05,Card,3,0.47,5.0,1.36,0.0,Mathis,0 days 00:04:35,275.0,6.36
Kristi Young,2017-07-08 14:42:21,2017-07-08 15:00:29,Cash,3,2.3,13.0,2.76,0.0,Young,0 days 00:18:08,1088.0,15.76
Kerri Carey,2017-12-27 17:40:19,2017-12-27 18:01:03,Card,1,8.32,25.5,5.0,5.76,Carey,0 days 00:20:44,1244.0,36.26
Terry Smith,2017-02-03 20:40:17,2017-02-03 20:44:15,Card,2,0.95,5.5,1.02,0.0,Smith,0 days 00:03:58,238.00000000000003,6.52
Douglas Weaver,2017-01-20 19:57:42,2017-01-20 20:05:12,Cash,1,0.66,6.5,1.0,0.0,Weaver,0 days 00:07:30,450.0,7.5
John Morrow,2017-06-07 22:52:36,2017-06-07 23:07:32,Card,1,3.8,14.5,3.15,0.0,Morrow,0 days 00:14:56,896.0,17.65
Frank Barnes,2017-05-01 22:09:25,2017-05-01 22:22:08,Cash,1,2.4,11.0,3.05,0.0,Barnes,0 days 00:12:43,763.0,14.05
Dawn Peterson,2017-05-15 08:22:26,2017-05-15 08:57:04,Card,2,4.24,22.5,4.66,0.0,Peterson,0 days 00:34:38,2078.0,27.16
Renee Johnson,2017-11-07 07:38:58,2017-11-07 07:50:30,Card,1,1.77,9.5,0.0,0.0,Johnson,0 days 00:11:32,692.0,9.5
Ashley Bell,2017-10-31 22:24:38,2017-10-31 22:46:52,Cash,1,2.4,15.0,3.25,0.0,Bell,0 days 00:22:14,1334.0,18.25
Tammy Duran,2017-12-04 17:39:14,2017-12-04 17:56:05,Card,1,2.5,12.5,0.0,0.0,Duran,0 days 00:16:51,1011.0000000000001,12.5
Henry Anderson,2017-05-29 21:48:43,2017-05-29 21:57:47,Cash,2,2.5,9.5,1.5,0.0,Anderson,0 days 00:09:04,544.0,11.0
Laura Bennett,2017-09-07 08:10:12,2017-09-07 08:15:38,Card,1,0.99,6.0,3.0,0.0,Bennett,0 days 00:05:26,326.0,9.0
Dylan Meyer,2017-10-05 18:49:25,2017-10-05 19:01:35,Card,2,2.2,10.5,1.6,0.0,Meyer,0 days 00:12:10,730.0,12.1
Samantha Miller,2017-09-15 19:17:58,2017-09-15 19:54:54,Cash,2,3.3,22.0,4.75,0.0,Miller,0 days 00:36:56,2216.0,26.75
Jessica Ortiz,2017-04-15 13:56:10,2017-04-15 14:03:10,Card,1,1.13,7.0,0.0,0.0,Ortiz,0 days 00:07:00,420.0,7.0
Derek Beasley,2017-03-05 19:53:21,2017-03-05 19:55:53,Cash,1,0.43,4.0,0.96,0.0,Beasley,0 days 00:02:32,152.0,4.96
Bruce Davis,2017-09-26 11:56:19,2017-09-26 12:01:58,Cash,1,1.72,7.5,0.0,0.0,Davis,0 days 00:05:39,339.0,7.5
Ian Porter,2017-01-25 18:33:16,2017-01-25 18:55:51,Cash,1,3.2,16.0,2.0,0.0,Porter,0 days 00:22:35,1355.0,18.0
Angela Williams,2017-08-13 10:01:30,2017-08-13 10:22:20,Cash,6,10.01,29.0,8.89,5.76,Williams,0 days 00:20:50,1250.0,43.65
Gregory Holmes,2017-04-11 16:13:04,2017-04-11 16:18:29,Card,1,0.8,6.0,2.3,0.0,Holmes,0 days 00:05:25,325.0,8.3
Jessica Santiago,2017-01-24 18:03:38,2017-01-24 18:09:15,Card,1,1.35,6.0,1.0,0.0,Santiago,0 days 00:05:37,337.0,7.0
Amanda Harding,2017-02-25 18:11:36,2017-02-25 18:45:37,Card,5,3.85,21.5,0.0,0.0,Harding,0 days 00:34:01,2041.0000000000002,21.5
David Chavez,2017-11-17 22:09:03,2017-11-17 22:29:09,Cash,5,1.6,12.5,0.0,0.0,Chavez,0 days 00:20:06,1206.0,12.5
Lisa Bullock,2017-02-13 16:25:41,2017-02-13 16:55:35,Cash,1,4.2,21.0,0.0,0.0,Bullock,0 days 00:29:54,1794.0,21.0
Michele Figueroa,2017-05-28 21:33:34,2017-05-28 21:41:22,Card,1,2.1,8.5,1.25,0.0,Figueroa,0 days 00:07:48,468.00000000000006,9.75
Dwayne Williams,2017-07-20 17:31:40,2017-07-20 17:52:46,Cash,1,0.78,13.0,2.96,0.0,Williams,0 days 00:21:06,1266.0,15.96
Robert Ward,2017-07-07 05:23:56,2017-07-07 05:26:24,Cash,5,0.74,4.5,1.16,0.0,Ward,0 days 00:02:28,148.0,5.66
Christine Simpson,2017-11-30 21:06:14,2017-11-30 21:14:01,Cash,4,0.99,7.0,1.0,0.0,Simpson,0 days 00:07:47,467.00000000000006,8.0
Bradley Smith,2017-08-05 15:32:48,2017-08-05 15:39:57,Cash,1,1.3,7.0,0.0,0.0,Smith,0 days 00:07:09,429.0,7.0
William Wright,2017-11-18 10:33:09,2017-11-18 10:45:24,Cash,6,2.21,10.5,1.7,0.0,Wright,0 days 00:12:15,735.0,12.2
Hannah Shepherd,2017-01-27 14:58:47,2017-01-27 15:15:53,Card,3,1.9,12.5,2.0,0.0,Shepherd,0 days 00:17:06,1026.0,14.5
Johnny Powell,2017-06-24 07:02:13,2017-06-24 07:09:00,Cash,1,1.32,7.0,1.1,0.0,Powell,0 days 00:06:47,407.0,8.1
Angel Adams,2017-11-17 20:45:06,2017-11-17 20:54:02,Card,2,0.5,7.0,0.0,0.0,Adams,0 days 00:08:56,536.0,7.0
Lindsey Mathis,2017-07-29 13:22:34,2017-07-29 13:49:07,Cash,1,4.93,20.0,2.0,0.0,Mathis,0 days 00:26:33,1593.0,22.0
Lauren Becker,2017-11-22 01:15:43,2017-11-22 01:23:38,Cash,1,1.4,7.5,1.75,0.0,Becker,0 days 00:07:55,475.00000000000006,9.25
Amber Sellers,2017-06-09 16:47:06,2017-06-09 17:14:38,Card,1,2.52,18.0,3.96,0.0,Sellers,0 days 00:27:32,1652.0,21.96
Paul Ortiz,2017-04-11 19:35:31,2017-04-11 19:51:12,Card,1,2.69,12.0,0.0,0.0,Ortiz,0 days 00:15:41,941.0000000000001,12.0
Robert Smith,2017-02-05 17:46:38,2017-02-05 17:57:53,Card,1,1.5,8.5,1.0,0.0,Smith,0 days 00:11:15,675.0,9.5
Victoria Hayes,2017-10-12 08:42:25,2017-10-12 08:57:22,Cash,1,1.36,10.5,2.26,0.0,Hayes,0 days 00:14:57,897.0,12.76
Kevin Gentry,2017-05-12 08:52:40,2017-05-12 09:09:29,Cash,1,1.52,11.5,2.46,0.0,Gentry,0 days 00:16:49,1009.0000000000001,13.96
Jonathan Phillips,2017-11-23 00:31:38,2017-11-23 00:45:00,Card,1,4.5,14.5,0.0,0.0,Phillips,0 days 00:13:22,802.0,14.5
Richard Campbell,2017-11-11 13:39:55,2017-11-11 14:53:05,Card,1,13.61,55.0,11.16,0.0,Campbell,0 days 01:13:10,4390.0,66.16
Robert Blackburn,2017-08-14 12:26:31,2017-08-14 12:49:29,Cash,3,4.5,19.0,0.0,0.0,Blackburn,0 days 00:22:58,1378.0,19.0
Natasha Molina,2017-03-13 15:40:17,2017-03-13 15:48:35,Card,1,1.1,7.5,1.65,0.0,Molina,0 days 00:08:18,498.00000000000006,9.15
Michele Davis,2017-07-16 01:33:20,2017-07-16 01:38:08,Card,1,1.29,6.0,1.46,0.0,Davis,0 days 00:04:48,288.0,7.46
Andrea Fernandez,2017-09-01 19:03:24,2017-09-01 19:11:10,Card,2,1.54,7.5,0.0,0.0,Fernandez,0 days 00:07:46,466.00000000000006,7.5
Julia Morales,2017-05-17 21:16:15,2017-05-17 21:22:45,Card,2,1.3,6.5,0.0,0.0,Morales,0 days 00:06:30,390.0,6.5
Jordan Short,2017-11-04 19:29:21,2017-11-04 19:37:57,Card,1,1.0,7.0,1.55,0.0,Short,0 days 00:08:36,516.0,8.55
Linda Freeman,2017-09-14 10:57:36,2017-09-14 11:08:46,Card,1,1.3,9.0,1.95,0.0,Freeman,0 days 00:11:10,670.0,10.95
Michael Jackson,2017-05-13 14:01:05,2017-05-13 14:05:15,Cash,1,0.7,5.0,0.0,0.0,Jackson,0 days 00:04:10,250.00000000000003,5.0
Jesse Goodman,2017-10-05 17:05:41,2017-10-05 17:13:12,Card,2,1.1,7.0,2.0,0.0,Goodman,0 days 00:07:31,451.0,9.0
Christopher Simon,2017-10-10 20:17:38,2017-10-10 20:24:12,Cash,1,1.24,6.5,1.56,0.0,Simon,0 days 00:06:34,394.0,8.06
Timothy Dodson,2017-03-21 11:24:31,2017-03-21 11:49:47,Card,1,8.18,26.0,5.36,0.0,Dodson,0 days 00:25:16,1516.0,31.36
Rodney Williams,2017-03-04 01:13:55,2017-03-04 01:25:26,Cash,1,1.7,9.5,1.0,0.0,Williams,0 days 00:11:31,691.0,10.5
Patricia Roberts,2017-12-07 10:30:16,2017-12-07 10:40:06,Cash,1,1.36,8.0,1.76,0.0,Roberts,0 days 00:09:50,590.0,9.76
Jeremy Tate,2017-02-09 08:26:20,2017-02-09 08:43:56,Card,1,2.19,12.0,0.0,0.0,Tate,0 days 00:17:36,1056.0,12.0
Kenneth Ford,2017-11-20 17:03:01,2017-11-20 17:13:08,Cash,1,1.25,8.0,1.96,0.0,Ford,0 days 00:10:07,607.0,9.96
Ann Ramirez,2017-08-28 15:04:32,2017-08-28 15:19:07,Cash,1,1.42,10.5,2.82,0.0,Ramirez,0 days 00:14:35,875.0,13.32
Janet Long,2017-07-27 22:53:32,2017-07-27 22:56:05,Card,1,0.45,4.0,0.0,0.0,Long,0 days 00:02:33,153.0,4.0
Jesse Williams,2017-11-19 08:25:17,2017-11-19 08:36:54,Cash,1,6.7,20.0,0.0,0.0,Williams,0 days 00:11:37,697.0,20.0
Erik Church,2017-12-20 19:15:56,2017-12-20 19:25:36,Cash,1,2.3,10.0,2.3,0.0,Church,0 days 00:09:40,580.0,12.3
Kelsey Lewis,2017-10-02 10:17:30,2017-10-02 10:25:56,Cash,1,1.15,7.0,1.56,0.0,Lewis,0 days 00:08:26,506.00000000000006,8.56
Brittany Chase,2017-07-13 11:17:26,2017-07-13 11:23:54,Card,2,0.68,5.5,0.0,0.0,Chase,0 days 00:06:28,388.0,5.5
Julie Case,2017-09-24 19:44:28,2017-09-24 20:10:47,Cash,4,5.04,21.0,0.0,0.0,Case,0 days 00:26:19,1579.0,21.0
Jacob Sellers,2017-02-28 17:40:20,2017-02-28 17:55:25,Cash,1,1.46,10.5,3.69,0.0,Sellers,0 days 00:15:05,905.0,14.19
Sheila Marsh,2017-01-20 18:21:58,2017-01-20 18:34:17,Cash,1,1.0,9.0,0.0,0.0,Marsh,0 days 00:12:19,739.0,9.0
Erik Perez,2017-09-18 20:50:53,2017-09-18 20:51:03,Cash,1,0.0,2.5,0.0,0.0,Perez,0 days 00:00:10,10.0,2.5
Lisa Garza,2017-12-06 23:37:08,2017-12-07 00:06:19,Card,1,18.93,52.0,0.0,0.0,Garza,0 days 00:29:11,1751.0,52.0
Michael Hopkins,2017-05-26 22:34:08,2017-05-26 22:39:37,Cash,2,0.6,5.0,0.0,0.0,Hopkins,0 days 00:05:29,329.0,5.0
Melissa Gates,2017-11-14 07:32:28,2017-11-14 08:22:59,Cash,1,15.48,45.0,8.0,5.76,Gates,0 days 00:50:31,3031.0,58.76
Mark Banks,2017-01-19 00:03:42,2017-01-19 00:09:55,Card,1,1.1,6.0,0.0,0.0,Banks,0 days 00:06:13,373.0,6.0
Anna Rogers,2017-01-27 01:37:01,2017-01-27 01:52:31,Card,1,3.8,15.0,0.0,0.0,Rogers,0 days 00:15:30,930.0000000000001,15.0
Stephen Harrell,2017-04-16 23:08:31,2017-04-16 23:24:44,Card,1,6.02,19.5,0.0,0.0,Harrell,0 days 00:16:13,973.0000000000001,19.5
Tina Day,2017-03-05 10:04:43,2017-03-05 10:13:55,Cash,1,1.8,8.5,0.0,0.0,Day,0 days 00:09:12,552.0,8.5
James Morris,2017-03-14 17:21:47,2017-03-14 17:26:40,Cash,1,1.74,7.0,1.76,0.0,Morris,0 days 00:04:53,293.0,8.76
Jason Beck,2017-02-15 18:11:43,2017-02-15 18:15:55,Cash,1,0.2,4.5,0.0,0.0,Beck,0 days 00:04:12,252.00000000000003,4.5
Ashley Potts,2017-04-29 13:26:16,2017-04-29 13:37:35,Card,1,2.06,10.0,2.16,0.0,Potts,0 days 00:11:19,679.0,12.16
Brittany Taylor,2017-01-04 07:34:54,2017-01-04 07:45:13,Card,1,1.2,8.0,0.0,0.0,Taylor,0 days 00:10:19,619.0,8.0
Chelsea Copeland,2017-11-23 13:53:43,2017-11-23 14:03:20,Card,1,0.51,7.5,0.0,0.0,Copeland,0 days 00:09:37,577.0,7.5
Lisa Richardson,2017-01-24 21:08:02,2017-01-24 21:16:46,Card,1,1.65,8.0,0.0,0.0,Richardson,0 days 00:08:44,524.0,8.0
Kenneth Thomas,2017-11-28 16:05:55,2017-11-28 16:08:30,Card,1,0.6,4.0,0.0,0.0,Thomas,0 days 00:02:35,155.0,4.0
Robert Fox,2017-08-20 21:14:07,2017-08-20 21:21:40,Cash,5,1.12,7.0,0.0,0.0,Fox,0 days 00:07:33,453.0,7.0
Elijah Erickson,2017-10-30 09:50:34,2017-10-30 10:32:09,Card,3,3.7,25.5,0.0,0.0,Erickson,0 days 00:41:35,2495.0,25.5
John Taylor,2017-08-06 04:23:26,2017-08-06 04:33:36,Cash,1,1.52,8.5,0.0,0.0,Taylor,0 days 00:10:10,610.0,8.5
Heather Gutierrez,2017-05-20 19:43:58,2017-05-20 19:51:43,Cash,1,1.36,7.5,1.66,0.0,Gutierrez,0 days 00:07:45,465.00000000000006,9.16
Mary Smith,2017-08-12 19:23:20,2017-08-12 19:52:16,Card,1,5.0,21.0,0.0,0.0,Smith,0 days 00:28:56,1736.0,21.0
Sean Adams,2017-07-21 11:25:39,2017-07-21 11:30:49,Card,1,0.76,5.5,0.0,0.0,Adams,0 days 00:05:10,310.0,5.5
Joel Lane MD,2017-02-17 10:59:41,2017-02-17 11:11:47,Cash,1,2.15,10.0,2.16,0.0,MD,0 days 00:12:06,726.0,12.16
Kelly Mcintyre,2017-03-08 16:00:15,2017-03-08 16:07:11,Cash,1,0.67,6.0,1.0,0.0,Mcintyre,0 days 00:06:56,416.0,7.0
Brenda Thomas,2017-10-03 07:47:59,2017-10-03 08:09:22,Card,2,1.7,14.0,0.0,0.0,Thomas,0 days 00:21:23,1283.0,14.0
Mr. Michael Perkins PhD,2017-09-03 13:52:44,2017-09-03 14:09:06,Card,2,5.2,18.5,0.0,0.0,PhD,0 days 00:16:22,982.0000000000001,18.5
Daniel White,2017-05-24 06:58:45,2017-05-24 07:02:04,Cash,1,0.48,4.0,0.0,0.0,White,0 days 00:03:19,199.0,4.0
Lisa George,2017-03-07 23:51:39,2017-03-07 23:57:50,Cash,1,2.1,8.0,1.85,0.0,George,0 days 00:06:11,371.0,9.85
Travis Ward,2017-08-01 11:23:05,2017-08-01 11:47:02,Cash,1,2.16,15.5,3.26,0.0,Ward,0 days 00:23:57,1437.0,18.759999999999998
John Hawkins,2017-03-21 16:37:30,2017-03-21 16:47:24,Card,1,1.4,8.0,1.0,0.0,Hawkins,0 days 00:09:54,594.0,9.0
Rachael Ryan,2017-04-28 21:06:17,2017-04-28 21:28:11,Cash,1,4.33,18.0,5.79,0.0,Ryan,0 days 00:21:54,1314.0,23.79
Jennifer Jackson,2017-01-09 19:56:06,2017-01-09 20:28:06,Cash,1,16.48,45.5,9.46,0.0,Jackson,0 days 00:32:00,1920.0000000000002,54.96
Jose Miller,2017-12-18 10:09:30,2017-12-18 10:34:21,Cash,1,4.9,21.5,4.45,0.0,Miller,0 days 00:24:51,1491.0,25.95
Joshua Rosario,2017-03-03 23:48:26,2017-03-04 00:01:25,Cash,1,2.81,12.0,2.0,0.0,Rosario,0 days 00:12:59,779.0,14.0
Tammy Johnson,2017-02-13 21:13:32,2017-02-13 21:25:26,Cash,1,2.4,11.0,0.0,0.0,Johnson,0 days 00:11:54,714.0,11.0
Brenda Johnson,2017-06-17 17:50:21,2017-06-17 17:52:15,Card,2,0.6,4.0,1.4,0.0,Johnson,0 days 00:01:54,114.0,5.4
Pamela Hamilton,2017-02-26 10:04:11,2017-02-26 10:08:15,Card,1,1.01,5.5,0.0,0.0,Hamilton,0 days 00:04:04,244.00000000000003,5.5
Jillian Sutton,2017-10-29 23:07:52,2017-10-29 23:26:13,Cash,1,6.0,19.5,3.0,0.0,Sutton,0 days 00:18:21,1101.0,22.5
Sandra Jackson,2017-01-06 20:29:21,2017-01-06 20:34:10,Card,1,0.61,5.0,1.26,0.0,Jackson,0 days 00:04:49,289.0,6.26
Joe Craig,2017-04-15 00:40:14,2017-04-15 00:55:17,Card,4,2.0,11.0,2.0,0.0,Craig,0 days 00:15:03,903.0,13.0
Julie Powell,2017-09-18 15:09:56,2017-09-18 15:19:38,Card,6,1.89,9.0,0.0,0.0,Powell,0 days 00:09:42,582.0,9.0
Jason Robinson,2017-12-13 22:31:09,2017-12-13 22:47:16,Cash,3,2.24,12.5,2.0,0.0,Robinson,0 days 00:16:07,967.0000000000001,14.5
James Hill,2017-08-02 12:33:00,2017-08-02 12:50:03,Cash,1,1.9,12.0,3.2,0.0,Hill,0 days 00:17:03,1023.0000000000001,15.2
Jerry Brown,2017-09-03 21:12:11,2017-09-03 21:20:44,Card,1,1.16,7.5,0.0,0.0,Brown,0 days 00:08:33,513.0,7.5
Matthew Campbell,2017-10-13 20:06:58,2017-10-13 20:13:06,Cash,1,0.5,5.5,0.0,0.0,Campbell,0 days 00:06:08,368.0,5.5
Jessica Jones,2017-11-24 17:26:07,2017-11-24 17:51:18,Cash,1,2.6,17.0,0.0,0.0,Jones,0 days 00:25:11,1511.0,17.0
Deborah Sanford,2017-10-04 19:46:24,2017-10-04 19:46:50,Cash,1,0.0,2.5,0.0,0.0,Sanford,0 days 00:00:26,26.0,2.5
Frank Nelson,2017-10-03 13:29:14,2017-10-03 13:37:17,Cash,1,1.21,7.0,1.56,0.0,Nelson,0 days 00:08:03,483.00000000000006,8.56
Lindsay Foley,2017-05-24 14:00:28,2017-05-24 14:18:00,Card,2,4.4,18.0,3.38,0.0,Foley,0 days 00:17:32,1052.0,21.38
Kelsey Watts,2017-04-05 19:39:54,2017-04-05 19:44:19,Cash,1,0.54,4.5,1.0,0.0,Watts,0 days 00:04:25,265.0,5.5
Amy Sanford,2017-09-06 19:59:31,2017-09-06 20:21:27,Cash,5,7.32,24.0,5.06,0.0,Sanford,0 days 00:21:56,1316.0,29.06
Dr. John Ryan,2017-09-17 08:13:33,2017-09-17 08:19:08,Card,1,1.4,6.5,0.0,0.0,Ryan,0 days 00:05:35,335.0,6.5
Cathy Lopez,2017-08-01 07:47:52,2017-08-01 08:03:28,Card,1,2.81,12.5,2.66,0.0,Lopez,0 days 00:15:36,936.0000000000001,15.16
Richard Mendoza,2017-12-17 20:29:26,2017-12-17 20:35:37,Cash,2,0.92,6.0,1.46,0.0,Mendoza,0 days 00:06:11,371.0,7.46
Kristen Rogers,2017-01-10 10:12:25,2017-01-10 10:28:11,Cash,1,1.9,12.0,2.55,0.0,Rogers,0 days 00:15:46,946.0000000000001,14.55
Joel Allen,2017-07-08 06:08:05,2017-07-08 06:11:21,Cash,1,0.62,4.5,0.0,0.0,Allen,0 days 00:03:16,196.0,4.5
Dr. Brandon Smith II,2017-01-19 19:48:45,2017-01-19 19:57:05,Card,1,2.1,8.5,0.0,0.0,II,0 days 00:08:20,500.00000000000006,8.5
Matthew Perez,2017-02-03 08:14:02,2017-02-03 08:15:45,Card,1,0.24,3.5,0.86,0.0,Perez,0 days 00:01:43,103.0,4.36
Mr. Reginald Phillips PhD,2017-04-25 17:40:53,2017-04-25 18:01:05,Cash,1,1.39,13.0,3.7,0.0,PhD,0 days 00:20:12,1212.0,16.7
Sarah King,2017-01-05 16:25:59,2017-01-05 16:55:08,Card,1,3.5,19.5,2.0,0.0,King,0 days 00:29:09,1749.0,21.5
Robert Torres,2017-06-30 20:10:02,2017-06-30 20:18:07,Card,1,0.84,7.0,2.08,0.0,Torres,0 days 00:08:05,485.00000000000006,9.08
Renee Smith,2017-06-17 16:39:27,2017-06-17 16:53:42,Cash,5,2.68,11.5,2.46,0.0,Smith,0 days 00:14:15,855.0,13.96
Samuel Huff,2017-03-28 09:57:44,2017-03-28 10:26:35,Card,2,10.91,32.5,7.81,5.76,Huff,0 days 00:28:51,1731.0,46.07
Drew Moss,2017-04-08 14:59:12,2017-04-08 15:37:07,Card,1,4.5,23.5,0.0,0.0,Moss,0 days 00:37:55,2275.0,23.5
Richard Garza,2017-06-22 21:20:13,2017-06-22 21:31:04,Cash,1,1.4,8.5,1.95,0.0,Garza,0 days 00:10:51,651.0,10.45
Emily Schmidt,2017-10-12 05:36:49,2017-10-12 05:44:50,Card,1,2.0,8.5,1.95,0.0,Schmidt,0 days 00:08:01,481.00000000000006,10.45
Tiffany Walker,2017-04-10 09:46:18,2017-04-10 09:47:34,Cash,1,0.4,3.5,0.0,0.0,Walker,0 days 00:01:16,76.0,3.5
Charles Booker,2017-06-03 12:46:06,2017-06-03 12:52:18,Cash,1,0.6,5.5,1.26,0.0,Booker,0 days 00:06:12,372.0,6.76
Jesse Herring,2017-03-28 09:40:33,2017-03-28 09:48:02,Card,1,0.9,7.0,0.0,0.0,Herring,0 days 00:07:29,449.0,7.0
Helen Smith,2017-01-04 22:16:37,2017-01-04 22:25:23,Card,1,1.22,7.5,0.0,0.0,Smith,0 days 00:08:46,526.0,7.5
Tanya Arroyo,2017-07-20 13:21:55,2017-07-20 14:21:20,Card,1,17.86,78.0,0.0,16.5,Arroyo,0 days 00:59:25,3565.0,94.5
Karen Jordan MD,2017-04-08 15:57:56,2017-04-08 16:11:44,Cash,3,1.7,10.0,2.7,0.0,MD,0 days 00:13:48,828.0,12.7
Jonathan Brooks,2017-02-19 17:42:44,2017-02-19 17:51:22,Cash,3,0.7,7.0,0.0,0.0,Brooks,0 days 00:08:38,518.0,7.0
Ryan Hughes,2017-02-22 04:01:44,2017-02-22 04:01:53,Cash,1,0.0,2.5,0.0,0.0,Hughes,0 days 00:00:09,9.0,2.5
Pamela Martin,2017-04-15 16:05:24,2017-04-15 16:19:30,Card,1,1.42,10.0,1.0,0.0,Martin,0 days 00:14:06,846.0,11.0
Megan Kaufman,2017-09-22 17:23:18,2017-09-22 17:28:41,Cash,1,0.9,6.0,1.2,0.0,Kaufman,0 days 00:05:23,323.0,7.2
Brenda Perez,2017-02-20 10:55:58,2017-02-20 11:24:16,Cash,1,8.8,29.0,0.0,0.0,Perez,0 days 00:28:18,1698.0,29.0
Valerie Mullen,2017-01-14 19:04:51,2017-01-14 19:05:01,Cash,2,0.02,2.5,0.0,0.0,Mullen,0 days 00:00:10,10.0,2.5
Melissa Sanchez,2017-12-27 12:40:46,2017-12-27 12:56:36,Cash,6,1.28,11.0,0.0,0.0,Sanchez,0 days 00:15:50,950.0000000000001,11.0
Jennifer Villarreal,2017-04-20 10:15:54,2017-04-20 10:23:19,Cash,1,0.4,6.0,0.34,0.0,Villarreal,0 days 00:07:25,445.0,6.34
Juan Andrade,2017-04-20 21:29:29,2017-04-20 21:33:16,Card,1,0.79,5.0,0.0,0.0,Andrade,0 days 00:03:47,227.0,5.0
Christie Jordan,2017-08-19 21:35:15,2017-08-19 21:45:17,Cash,1,1.7,8.5,1.96,0.0,Jordan,0 days 00:10:02,602.0,10.46
Christine Schwartz,2017-08-27 22:13:17,2017-08-27 22:23:12,Card,1,2.19,10.0,2.82,0.0,Schwartz,0 days 00:09:55,595.0,12.82
James Brown,2017-04-01 17:45:49,2017-04-01 17:54:01,Card,1,0.9,7.0,0.0,0.0,Brown,0 days 00:08:12,492.00000000000006,7.0
Sharon Underwood,2017-06-22 10:34:30,2017-06-22 10:47:22,Cash,1,1.0,9.0,1.96,0.0,Underwood,0 days 00:12:52,772.0,10.96
Janice Jackson,2017-02-18 14:34:19,2017-02-18 14:48:50,Cash,1,2.5,12.5,3.95,0.0,Jackson,0 days 00:14:31,871.0,16.45
Steven Schneider,2017-12-09 17:07:31,2017-12-09 17:28:55,Card,1,3.42,15.5,3.26,0.0,Schneider,0 days 00:21:24,1284.0,18.759999999999998
Michael Owen,2017-06-20 13:33:27,2017-06-20 13:49:39,Cash,1,1.7,11.5,0.0,0.0,Owen,0 days 00:16:12,972.0000000000001,11.5
Scott Bailey,2017-06-03 02:28:59,2017-06-03 02:42:01,Cash,1,2.42,11.5,1.0,0.0,Bailey,0 days 00:13:02,782.0,12.5
Lisa Collins,2017-02-01 07:28:22,2017-02-01 07:36:53,Cash,1,2.89,10.5,0.0,0.0,Collins,0 days 00:08:31,511.00000000000006,10.5
Holly Gilbert,2017-11-17 19:01:30,2017-11-17 19:05:10,Card,1,0.64,4.5,1.26,0.0,Gilbert,0 days 00:03:40,220.0,5.76
Kevin Pierce,2017-01-15 11:45:27,2017-01-15 11:56:34,Card,1,2.0,10.0,2.15,0.0,Pierce,0 days 00:11:07,667.0,12.15
Jose Garcia,2017-11-28 19:07:53,2017-11-28 19:21:56,Cash,5,1.97,10.5,3.08,0.0,Garcia,0 days 00:14:03,843.0,13.58
Caroline Sanders,2017-09-21 22:10:06,2017-09-21 22:14:26,Cash,1,1.03,5.5,0.0,0.0,Sanders,0 days 00:04:20,260.0,5.5
Mark Wheeler,2017-01-03 09:24:51,2017-01-03 09:38:13,Card,1,1.77,10.0,1.0,0.0,Wheeler,0 days 00:13:22,802.0,11.0
Julia Hunt,2017-01-20 17:48:11,2017-01-20 18:27:15,Card,1,8.6,31.0,7.65,5.54,Hunt,0 days 00:39:04,2344.0,44.19
Arthur Bennett,2017-03-15 06:53:06,2017-03-15 06:59:47,Card,1,1.0,6.5,1.45,0.0,Bennett,0 days 00:06:41,401.0,7.95
Maria Mason,2017-04-18 22:30:15,2017-04-18 22:32:30,Card,1,0.9,4.5,0.0,0.0,Mason,0 days 00:02:15,135.0,4.5
Thomas Baldwin,2017-02-26 16:41:26,2017-02-26 17:21:21,Card,1,13.31,41.0,5.0,0.0,Baldwin,0 days 00:39:55,2395.0,46.0
Jennifer Peterson,2017-03-17 20:02:10,2017-03-17 20:36:45,Cash,5,5.29,23.5,4.96,0.0,Peterson,0 days 00:34:35,2075.0,28.46
Christine Waters,2017-04-13 20:27:27,2017-04-13 20:38:00,Card,1,1.5,8.5,1.95,0.0,Waters,0 days 00:10:33,633.0,10.45
Kathryn Duffy,2017-06-18 13:35:30,2017-06-18 13:57:07,Cash,2,7.48,24.0,2.0,0.0,Duffy,0 days 00:21:37,1297.0,26.0
Gerald Flores,2017-11-04 17:23:00,2017-11-04 17:53:33,Card,1,1.6,18.0,3.76,0.0,Flores,0 days 00:30:33,1833.0000000000002,21.759999999999998
Jillian Le,2017-12-12 08:41:36,2017-12-12 09:13:41,Card,5,6.98,27.0,8.34,0.0,Le,0 days 00:32:05,1925.0000000000002,35.34
Ryan Parrish,2017-08-24 18:53:27,2017-08-24 19:24:38,Card,1,4.33,21.5,4.66,0.0,Parrish,0 days 00:31:11,1871.0000000000002,26.16
Carrie Trujillo,2017-06-09 08:17:19,2017-06-09 08:28:44,Card,1,4.6,15.0,0.0,0.0,Trujillo,0 days 00:11:25,685.0,15.0
Martha Smith,2017-02-06 09:05:41,2017-02-06 09:13:18,Card,1,0.8,6.5,1.45,0.0,Smith,0 days 00:07:37,457.00000000000006,7.95
